model	temperature	Q1value_mean	Q1value_std	Q1value_median	Q1value_max	Q1value_min	Q1value_skew	Q1value_kurtosis	Q2value_mean	Q2value_std	Q2value_median	Q2value_max	Q2value_min	Q2value_skew	Q2value_kurtosis	Q3value_mean	Q3value_std	Q3value_median	Q3value_max	Q3value_min	Q3value_skew	Q3value_kurtosis	Q4value_mean	Q4value_std	Q4value_median	Q4value_max	Q4value_min	Q4value_skew	Q4value_kurtosis
claude-3-7-sonnet-20250219	0.1	60.333333333333336	28.64567528692033	75.0	85.0	20.0	-0.6865441196192358	-1.5211296534643342	69.66666666666667	14.015590662158887	60.0	90.0	60.0	0.787685172011816	-1.4415908970740552	40.0	32.43029660565926	20.0	85.0	15.0	0.7311664176939148	-1.5535714285714286	33.333333333333336	31.2755642561446	15.0	90.0	5.0	0.7460071491072391	-1.4570107263038845
DeepSeek-R1	0.7	53.333333333333336	26.856365499003992	55.0	85.0	10.0	-0.1588373515078725	-1.541493218928497	72.66666666666667	10.316820324557144	75.0	90.0	40.0	-0.807904409109594	2.6271764041042727	31.5	27.703790354390136	15.0	85.0	10.0	0.9106976973797282	-0.8658190325278352	38.833333333333336	34.30801990621227	25.0	90.0	0.0	0.5332937889732133	-1.4932181161259723
DeepSeek-R1	0.4	58.5	26.42980292697281	65.0	90.0	15.0	-0.5175319447594141	-1.379096510732181	78.33333333333333	11.396712572986315	80.0	90.0	40.0	-1.2611206513072966	2.7448983587483053	32.0	26.60697341831195	20.0	85.0	5.0	0.7391358523942915	-1.2537841111081325	39.16666666666666	34.39334672361174	20.0	90.0	0.0	0.6460371140403031	-1.4273003084920894
DeepSeek-R1	0.9	57.5	27.691340610876647	65.0	90.0	10.0	-0.409102458358493	-1.4252327819492807	74.83333333333333	11.10167223605442	75.0	90.0	40.0	-0.7044288080913967	1.9515783993599	36.833333333333336	33.61760964377032	17.5	90.0	5.0	0.7411797583031674	-1.4538869512682846	39.16666666666666	33.090350018816906	25.0	90.0	5.0	0.6707185839602149	-1.4260870960174934
DeepSeek-R1	0.1	51.333333333333336	28.97482061868645	52.5	85.0	10.0	-0.1875086957775063	-1.5703843952930114	71.16666666666667	15.238524983677422	70.0	90.0	30.0	-0.762101852045604	0.7317020187659353	30.0	32.163376045133845	10.0	85.0	0.0	0.7561839446611289	-1.3627123015873015	35.833333333333336	35.576128506910784	20.0	90.0	0.0	0.5892131308261571	-1.4636901498846913
DeepSeek-V3	0.7	64.33333333333333	21.565191194709307	70.0	85.0	30.0	-0.7644702600248254	-1.000744086707407	60.333333333333336	14.617734466036117	70.0	75.0	30.0	-0.8244113289360921	-0.7904756103746453	34.333333333333336	24.166567578076684	20.0	80.0	10.0	0.9904921444331845	-0.622058563770088	32.0	21.07458021016036	30.0	80.0	10.0	0.5702905310815307	-0.8439604800422287
DeepSeek-V3	0.4	67.0	18.36413295830611	70.0	85.0	30.0	-0.9152419517222496	-0.2510480597489897	57.66666666666666	14.487410309343224	65.0	75.0	30.0	-0.392001043314541	-1.5458293751669887	31.666666666666668	20.692049669866684	20.0	70.0	10.0	0.8873214038616375	-0.78636097473087	34.166666666666664	21.97503808530431	30.0	80.0	5.0	0.8012951923957558	-0.1363311875736239
DeepSeek-V3	0.9	67.5	18.22985425632626	70.0	90.0	30.0	-0.7569634276131606	-0.4482721301749599	62.16666666666666	13.814243856734736	70.0	80.0	30.0	-0.8430154757135534	-0.4757690157637184	31.666666666666668	19.66676407534809	20.0	80.0	10.0	1.0043159622140028	-0.2283593486585577	36.16666666666666	26.11920067073571	30.0	80.0	5.0	0.705650019384595	-0.8410498975716827
DeepSeek-V3	0.1	61.66666666666666	23.610829387546215	70.0	85.0	30.0	-0.5185022448933717	-1.553571428571428	51.5	15.489150819313766	50.0	75.0	30.0	0.0419063637888765	-1.3391732121200564	33.666666666666664	26.45534081185242	20.0	70.0	10.0	0.6629798047243364	-1.5504136190478683	33.0	21.31860123508786	30.0	60.0	5.0	0.2109459921116747	-1.5335195022036607
DeepSeek-V3-0324	0.7	63.833333333333336	21.20033072828124	70.0	85.0	20.0	-0.6638360107718043	-0.973601960780102	64.5	10.451035256424817	70.0	80.0	40.0	-0.8534879949943058	-0.566048399908845	40.5	26.436325583273245	25.0	85.0	20.0	0.7558215675345529	-1.3645077723192371	37.66666666666666	24.308836669612248	40.0	80.0	10.0	0.2432807359833769	-1.3068002597946935
DeepSeek-V3-0324	0.4	63.0	21.479741859361987	70.0	85.0	30.0	-0.4882958556413724	-1.4057432687281468	64.16666666666667	10.346024834933342	70.0	75.0	50.0	-0.6371106685690628	-1.526816681359269	34.666666666666664	21.61310798523917	20.0	80.0	20.0	0.9269257246787218	-0.8747608566645706	39.66666666666666	29.767296720108607	30.0	90.0	10.0	0.547252780645448	-1.414298810655799
DeepSeek-V3-0324	0.9	64.16666666666667	20.93023441444644	70.0	85.0	30.0	-0.4698196233792043	-1.443223427462488	66.16666666666667	11.7944561299917	70.0	90.0	40.0	-0.7553066341967921	0.2311539840904237	42.66666666666666	26.74055854436044	30.0	85.0	20.0	0.6748965242861764	-1.4831558551549675	41.333333333333336	26.22624814863962	35.0	90.0	10.0	0.5834952432406737	-0.8742100165790982
DeepSeek-V3-0324	0.1	60.333333333333336	23.375987286298635	70.0	85.0	30.0	-0.3574917309987463	-1.6012139311964644	62.333333333333336	12.914395425082905	70.0	75.0	40.0	-0.8531577954971838	-1.0226234812275623	34.666666666666664	21.613107985239168	20.0	80.0	20.0	0.926925724678722	-0.8747608566645693	38.0	27.841918285080563	30.0	90.0	10.0	0.6421522102553917	-1.0471710667693497
gemini-2.0-flash	0.7	66.0	16.577924665255797	60.0	85.0	30.0	-0.6016170160959031	0.2339889780558914	59.833333333333336	15.113554850857724	70.0	90.0	40.0	-0.3351096558729682	-1.2327030038717042	37.0	25.07230922063567	20.0	80.0	20.0	0.970189700276646	-0.9467375863751308	43.333333333333336	16.626388110747186	40.0	80.0	30.0	1.1211383384243296	-0.1435471591396746
gemini-2.0-flash	0.4	58.333333333333336	22.86894194638497	60.0	85.0	30.0	-0.1166980010651008	-1.5535714285714273	58.0	14.948186373673192	60.0	90.0	40.0	0.2336111823046124	-0.5226455389349765	36.833333333333336	24.22891309747628	20.0	75.0	20.0	0.749540971650195	-1.5379060195018883	44.66666666666666	15.643293888377883	40.0	80.0	30.0	1.1373706311021317	0.5514901325108901
gemini-2.0-flash	0.9	59.48275862068966	22.65205870438265	60.0	85.0	30.0	-0.2122982472566155	-1.4943725908624264	60.0	17.928429140015904	60.0	90.0	40.0	0.3993932636952789	-0.9085153529597974	37.58620689655172	23.927744269212003	20.0	75.0	20.0	0.8148092118629418	-1.338446946398263	49.6551724137931	20.742082589455265	40.0	80.0	20.0	0.4522609630577252	-1.3806157598245743
gemini-2.0-flash	0.1	58.333333333333336	22.86894194638497	60.0	85.0	30.0	-0.1166980010651008	-1.5535714285714273	57.333333333333336	13.879613761229798	60.0	90.0	40.0	0.0174409005179139	-0.7385528188411534	36.66666666666666	23.973165074269208	20.0	70.0	20.0	0.744880486236222	-1.553571428571428	40.66666666666666	9.071871393197362	40.0	60.0	30.0	0.1592320986377715	-1.1762942123261713
gemini-2.0-flash-lite	0.7	75.0	12.034433356286309	80.0	90.0	60.0	-0.1907791002180956	-1.608175413022352	46.0	21.27002099442895	40.0	90.0	20.0	0.6348804199189144	-1.1034607583118516	24.0	20.94327313614499	10.0	70.0	10.0	1.019311010084461	-0.5599996515357857	17.5	12.781317184293536	20.0	50.0	0.0	0.338407384760084	-0.0223235108957151
gemini-2.0-flash-lite	0.4	63.5	25.70220707013042	75.0	90.0	20.0	-0.5571911276484419	-1.5003558140675273	51.0	23.24531840148048	60.0	90.0	20.0	-0.2354321710932138	-1.4375372824423096	29.666666666666668	28.34313555930841	10.0	70.0	10.0	0.7566323216547405	-1.5194263693060557	23.666666666666668	18.88866351003697	20.0	70.0	0.0	0.6165254841417757	-0.4733245554455836
gemini-2.0-flash-lite	0.9	76.0	12.484473115254694	77.5	90.0	60.0	-0.1725911225033156	-1.6165377038512172	48.16666666666666	22.76125463685335	40.0	85.0	20.0	0.4408069543968558	-1.437761975915018	31.33333333333333	26.617771265198687	20.0	70.0	10.0	0.7400238049167136	-1.3847462940435848	21.83333333333333	16.214262204940894	25.0	50.0	0.0	0.0303974347035358	-0.967821350533443
gemini-2.0-flash-lite	0.1	71.16666666666667	11.49837569738269	70.0	90.0	60.0	0.4230571851848835	-1.5554422672825483	38.5	23.6041346465782	30.0	70.0	10.0	0.4752945463815352	-1.5024345956895298	24.166666666666668	19.91721371826016	10.0	70.0	5.0	1.2468826649642863	0.5494298951083865	13.166666666666666	9.955360134234162	20.0	40.0	0.0	0.2384416941474539	0.0107231716521565
gemini-2.0-flash-thinking-exp	0.7	52.75862068965517	33.90075343917657	65.0	90.0	5.0	-0.4757167152260081	-1.6560116281800277	45.3448275862069	30.470449223174725	35.0	90.0	5.0	0.3004836221963116	-1.5703408959125489	31.89655172413793	37.82983028131768	10.0	90.0	0.0	0.709750693830638	-1.5183012980814896	36.03448275862069	31.633484472967528	30.0	80.0	0.0	0.3117536629113881	-1.6704748833924346
gemini-2.0-flash-thinking-exp	0.4	53.14814814814815	34.25436940540321	65.0	85.0	5.0	-0.5623096851713573	-1.553981686373881	40.74074074074074	32.57251388776526	20.0	90.0	10.0	0.612935073615428	-1.48999045386358	31.48148148148148	36.39565735968888	10.0	90.0	0.0	0.802006321102373	-1.3535607573884456	37.5925925925926	32.23621859297069	25.0	90.0	0.0	0.4710541152092812	-1.4773588138382403
gemini-2.0-flash-thinking-exp	0.9	54.57142857142857	36.44318619585587	75.0	90.0	5.0	-0.5408728494640435	-1.6912626036228264	51.535714285714285	30.841869260323687	40.0	95.0	10.0	0.2030239954640275	-1.7348024801614788	36.892857142857146	40.11034713250369	12.5	95.0	0.0	0.5607481478191452	-1.7134907485882462	45.892857142857146	30.216918593929613	35.0	90.0	0.0	0.2729737846952111	-1.541664548753456
gemini-2.0-flash-thinking-exp	0.1	48.57142857142857	35.45621041711673	60.0	85.0	0.0	-0.3847342885982673	-1.731391184573003	39.82142857142857	35.49862133100547	15.0	90.0	5.0	0.4976228546040313	-1.738880498874079	31.25	35.86561853074045	10.0	90.0	0.0	0.6396122627368582	-1.6046401168292692	38.57142857142857	29.24535869656936	30.0	85.0	0.0	0.3333514540316425	-1.4222221744185186
gemini-2.0-pro-exp	0.7	62.5	27.4620950888068	70.0	90.0	20.0	-0.6790733400864202	-1.1730653516364704	65.22727272727273	25.97972069607153	70.0	95.0	30.0	-0.2592602429250866	-1.5981386663671548	31.818181818181817	32.93375221003576	15.0	85.0	10.0	1.0772519416253994	-0.8905619822213895	33.40909090909091	28.84219642073561	22.5	80.0	5.0	0.8237987002501819	-1.0239486546969965
gemini-2.0-pro-exp	0.4	70.0		70.0	70.0	70.0			30.0		30.0	30.0	30.0			10.0		10.0	10.0	10.0			20.0		20.0	20.0	20.0		
gemini-2.5-flash-preview-04-17	0.7	47.29166666666666	34.67172656774401	62.5	85.0	5.0	-0.1536276837094163	-1.9295730340632733	48.333333333333336	30.13255738387888	47.5	90.0	10.0	0.1131665586814748	-1.6698169684576123	37.29166666666666	39.20345943770853	10.0	85.0	0.0	0.3527164584682071	-2.011176805688601	39.79166666666666	30.5912450770203	40.0	85.0	0.0	0.0519036202863368	-1.6117943217594553
gemini-2.5-flash-preview-04-17	0.4	50.535714285714285	34.81004765853414	60.0	85.0	5.0	-0.4103523326521401	-1.71583413646683	40.35714285714285	35.37964918875789	20.0	95.0	5.0	0.662694260961004	-1.4665536111121555	32.5	37.57708127352412	5.0	95.0	0.0	0.6576544959412792	-1.5983929626857958	43.57142857142857	33.162259418433024	30.0	90.0	0.0	0.3202684351270981	-1.6012544925028789
gemini-2.5-flash-preview-04-17	0.9	55.689655172413794	36.17230930685976	75.0	95.0	0.0	-0.6300005752525515	-1.5703889513230995	52.41379310344828	31.271298160932663	60.0	100.0	5.0	-0.0099528470311464	-1.4952229857577628	36.206896551724135	40.1927314949436	10.0	95.0	0.0	0.6326188027665847	-1.6319295023071838	42.58620689655172	32.1719900816348	20.0	90.0	5.0	0.4423813865478544	-1.6758125106912285
gemini-2.5-flash-preview-04-17	0.1	45.17857142857143	34.52004631925627	50.0	85.0	0.0	-0.21875985924404	-1.7639873313868426	36.42857142857143	36.23118011738526	12.5	90.0	0.0	0.5973355753529013	-1.654365389029922	31.785714285714285	35.28230817054448	10.0	85.0	0.0	0.6411727452389	-1.555229628904002	37.85714285714285	26.95773686197669	32.5	85.0	0.0	0.1306342593073536	-1.2659553546782152
gemini-2.5-pro-preview-03-25	0.7	68.75	23.18404623873926	72.5	90.0	10.0	-1.4105585337838875	1.1204786935969475	63.333333333333336	29.030219137795115	67.5	95.0	25.0	-0.1409863034509507	-1.8870982005162216	23.95833333333333	27.424963503866437	12.5	85.0	10.0	1.8854540082858915	1.757525574942432	27.916666666666668	28.586887639747285	17.5	95.0	5.0	1.4804760429582036	1.0348149254147203
gemini-2.5-pro-preview-03-25	0.4	64.6	26.922728935480023	70.0	90.0	10.0	-1.144456078951965	0.0520312388833787	63.0	28.867513459481287	65.0	95.0	20.0	-0.2688444079574301	-1.6394252964426876	27.8	31.98567387649248	10.0	85.0	5.0	1.2752785631744503	-0.3574771793959717	35.4	30.785548557724287	25.0	90.0	5.0	1.1105585800629516	-0.4849123173788721
gemini-2.5-pro-preview-03-25	0.9	65.41666666666667	29.151652450242167	75.0	90.0	5.0	-1.2725839306073417	0.0529038728501856	66.04166666666667	25.28013340406922	70.0	95.0	25.0	-0.2255742325542314	-1.5780195319203991	31.041666666666668	29.926691832843314	20.0	90.0	5.0	1.3908937195982172	0.1937730776338315	32.083333333333336	31.03002286239215	20.0	95.0	5.0	1.3868764241786655	0.1893257777339547
gemini-2.5-pro-preview-03-25	0.1	55.38461538461539	30.72207925655674	62.5	85.0	10.0	-0.5861498602001189	-1.259962149083694	57.30769230769231	31.152231677065103	50.0	95.0	20.0	0.0458186806085799	-1.7449304429693246	28.46153846153846	30.68449871740553	10.0	80.0	5.0	1.107658614840784	-0.804608164397473	35.57692307692308	30.44098957251301	20.0	90.0	5.0	0.9977948878931044	-0.8392007129169068
gemma-3-12b-it	0.7	60.0	23.118883161188595	65.0	85.0	30.0	-0.3363699553146029	-1.5535714285714286	53.333333333333336	17.287295182088023	60.0	70.0	30.0	-0.5562110506071222	-1.5535714285714302	32.333333333333336	32.1830254394577	10.0	85.0	10.0	0.7576950302232738	-1.5107688883588823	21.0	12.892125369842017	20.0	40.0	5.0	-0.1075910769439574	-1.4297443594782655
gemma-3-12b-it	0.4	61.66666666666666	20.899320783111644	65.0	85.0	35.0	-0.2518339207937271	-1.5535714285714288	55.0	18.09934272001477	65.0	70.0	30.0	-0.7010182701707344	-1.5535714285714286	32.166666666666664	31.91268619577307	10.0	80.0	10.0	0.7509521217760021	-1.5338049114056596	25.33333333333333	15.42128697463422	30.0	50.0	5.0	-0.3994130210149292	-1.4616435689155014
gemma-3-12b-it	0.9	65.0	24.91364395612199	65.0	95.0	35.0	0.0	-1.5535714285714286	59.16666666666666	19.96044939949712	65.0	80.0	30.0	-0.4992872886321073	-1.4024435789797491	34.833333333333336	32.20310900961361	15.0	80.0	10.0	0.7333779451316182	-1.546233850350571	26.5	16.720315951477755	30.0	55.0	5.0	-0.2387715131105716	-1.3435591694065152
gemma-3-12b-it	0.1	58.333333333333336	25.37081317024624	65.0	85.0	25.0	-0.4021976577644726	-1.5535714285714275	52.333333333333336	16.543220995910684	60.0	70.0	30.0	-0.5462309470355431	-1.5167220385117692	31.666666666666668	31.16511459654997	10.0	75.0	10.0	0.7448804862362216	-1.553571428571429	25.0	14.97123679040856	30.0	40.0	5.0	-0.4954555539682967	-1.5535714285714286
gemma-3-1b-it	0.7	66.66666666666667	11.986582537134604	75.0	75.0	50.0	-0.7448804862362234	-1.5535714285714273	81.66666666666667	4.794633014853841	85.0	85.0	75.0	-0.7448804862362249	-1.5535714285714255	71.33333333333333	11.957780134587123	70.0	90.0	60.0	0.6340252234172216	-1.139787932004721	55.333333333333336	23.559657706859152	50.0	85.0	30.0	0.2306886912363854	-1.6461282368250572
gemma-3-1b-it	0.4	65.66666666666667	14.42778290452937	75.0	75.0	20.0	-1.397258596604898	1.599623108185114	81.56666666666666	6.452389738177115	85.0	88.0	60.0	-1.494556737054488	2.5886875220930663	73.9	12.909098635699046	70.0	90.0	50.0	0.1638566534593237	-1.442580811187267	59.0	22.52967391900184	60.0	90.0	30.0	-0.0001938437298536	-1.4414099640845826
gemma-3-1b-it	0.9	23.0	4.83045891539648	20.0	30.0	20.0	1.035098339013531	-1.2244897959183674	82.0	4.83045891539648	85.0	85.0	75.0	-1.035098339013531	-1.2244897959183674	77.0	5.868938953886336	75.0	85.0	70.0	0.5565109908146644	-1.1806897576928796	88.0	6.324555320336759	90.0	90.0	70.0	-3.162277660168379	10.0
gemma-3-1b-it	0.1	30.0	14.383899044561524	20.0	50.0	20.0	0.7448804862362217	-1.5535714285714286	75.66666666666667	2.537081317024625	75.0	85.0	75.0	3.659998685656688	12.206632653061185	78.0	9.878573120474016	85.0	85.0	60.0	-0.9784381635972856	-0.7154149143997937	47.333333333333336	29.587198225762688	30.0	90.0	5.0	0.2577039345455436	-1.4426843930521267
gemma-3-27b-it	0.7	66.33333333333333	20.296650536197	75.0	85.0	35.0	-0.671010232934398	-1.3670433644998194	45.333333333333336	18.14374278639473	40.0	70.0	30.0	0.6105363340033858	-1.5833828420728826	31.0	24.68421246115797	15.0	70.0	10.0	0.7761389937258828	-1.4029035993114272	30.33333333333333	18.842968748696894	30.0	60.0	10.0	0.3462582859404695	-1.406034487185546
gemma-3-27b-it	0.4	65.0	21.97176872010205	75.0	85.0	35.0	-0.6269641001399384	-1.5535714285714286	46.66666666666666	17.287295182088023	40.0	70.0	30.0	0.5562110506071222	-1.5535714285714302	33.166666666666664	26.145591483517613	15.0	70.0	15.0	0.748496328654043	-1.5425906126835678	33.0	20.535923108811897	30.0	60.0	10.0	0.2564729154652397	-1.5089545919462302
